age,weight,gender,edu_level,study_hours,sleep_hours,overwhelmed_freq,motivation_level,mental_exhaustion,concentration_diff,exam_anxiety,schedule_balance,procrastination,symptom_score,burnout_risk
15,69.6,0,1,3.3,8.0,5,3,2,2,4,2,3,5,Medium
24,100.3,0,1,2.7,9.4,4,1,5,1,3,3,1,6,Medium
22,47.8,1,2,6.1,8.8,5,2,2,4,2,3,4,4,Medium
30,80.6,1,1,5.0,4.7,3,1,4,2,2,4,4,4,Medium
16,70.2,1,2,2.3,5.8,3,2,2,3,3,3,5,4,Medium
26,114.0,1,1,7.0,3.7,1,1,5,3,3,3,2,5,Medium
15,45.9,1,4,6.0,4.8,3,4,5,1,3,2,2,6,Medium
16,86.5,1,4,10.9,8.9,4,2,5,1,3,2,3,5,Medium
15,100.5,1,1,5.3,6.4,3,3,5,2,5,2,5,6,Medium
15,81.4,1,2,3.6,8.9,2,4,3,4,4,2,2,3,Medium
23,51.4,0,1,2.6,6.2,5,4,2,1,4,2,5,4,Medium
27,117.9,2,4,7.4,3.1,4,2,5,4,3,2,2,6,Medium
28,83.9,0,2,4.2,5.7,5,3,3,3,2,4,4,6,Medium
15,91.1,0,1,10.5,7.6,2,3,4,1,4,2,4,4,Medium
27,62.7,0,2,12.8,4.8,2,4,3,3,2,2,3,4,Medium
18,81.3,0,1,3.1,8.5,5,4,3,4,1,2,4,4,Medium
24,77.2,2,2,12.9,6.9,3,4,4,2,4,3,3,4,Medium
20,50.6,1,2,14.0,3.2,3,1,1,2,2,5,2,2,Medium
21,53.0,1,2,4.9,3.7,3,2,4,5,3,2,3,5,Medium
16,107.8,1,2,4.5,6.1,3,4,4,3,4,3,2,4,Medium
20,63.0,1,1,7.7,3.9,5,4,3,3,2,3,4,4,Medium
21,59.6,0,1,8.1,3.8,3,3,3,2,1,3,3,3,Medium
24,82.9,1,1,5.6,3.6,4,2,4,3,5,2,5,5,Medium
28,102.7,1,3,9.9,6.0,4,4,4,4,3,3,3,4,Medium
24,49.6,0,1,2.3,5.2,2,1,4,1,5,1,4,4,Medium
16,88.3,1,2,3.3,7.5,2,4,2,1,4,1,2,2,Medium
29,53.9,0,2,9.5,3.3,3,3,5,2,4,2,3,5,Medium
16,47.7,0,1,7.7,4.2,2,2,3,3,3,2,2,4,Medium
24,49.0,0,2,3.8,6.5,3,4,3,3,3,3,5,4,Medium
21,107.6,0,2,7.0,5.5,5,2,5,1,5,4,3,6,Medium
26,53.8,1,2,6.3,5.8,3,3,1,3,4,3,3,2,Medium
15,48.4,1,2,4.1,6.3,2,3,5,3,2,3,4,5,Medium
22,77.8,0,2,4.6,8.3,5,4,4,2,4,2,3,6,Medium
25,108.3,1,2,9.8,3.6,2,3,3,2,2,2,5,3,Medium
27,64.7,1,2,6.8,6.8,2,1,2,2,3,1,5,2,Medium
17,76.6,0,2,10.3,7.3,5,1,2,4,4,1,2,3,Medium
25,48.0,0,1,3.0,8.6,4,2,3,3,2,1,5,4,Medium
20,78.7,2,2,9.2,3.1,3,3,4,2,3,4,2,4,Medium
23,88.3,1,1,4.7,4.6,4,4,4,4,4,2,3,5,Medium
20,87.8,2,1,13.1,7.9,4,5,4,1,3,2,4,5,Medium
23,69.9,0,2,4.9,6.3,2,2,3,1,4,4,4,3,Medium
21,68.7,1,3,4.8,3.9,1,4,5,3,3,1,4,4,Medium
29,53.0,0,3,12.1,6.1,3,1,5,3,4,2,5,5,Medium
30,72.5,0,1,5.3,6.8,5,3,5,3,3,1,5,7,Medium
23,52.5,1,2,5.1,6.1,3,3,3,2,3,3,4,3,Medium
16,102.5,0,2,5.5,5.6,4,3,4,4,2,3,3,4,Medium
26,117.5,0,1,13.9,6.7,4,3,4,5,3,3,4,5,Medium
22,117.8,0,3,3.3,3.8,1,3,5,3,3,5,2,4,Medium
22,109.9,0,3,3.3,8.7,3,1,3,3,4,3,4,5,Medium
16,90.1,1,4,6.7,4.3,4,4,2,1,3,3,3,4,Medium
26,97.6,1,1,3.7,4.4,2,3,5,2,4,5,2,5,Medium
28,66.4,0,1,9.2,5.4,3,3,4,2,2,1,5,5,Medium
18,92.3,0,3,6.4,8.2,4,3,2,2,4,5,3,4,Medium
28,79.2,0,2,14.0,7.1,3,3,4,2,3,5,3,4,Medium
29,81.2,1,3,2.6,7.0,5,4,5,2,5,3,5,7,Medium
25,101.8,0,1,7.0,3.9,4,5,3,1,5,2,5,5,Medium
29,66.1,1,2,4.1,8.8,2,1,2,2,4,2,1,3,Medium
21,68.9,0,2,14.0,5.4,3,1,3,2,3,2,5,5,Medium
25,114.3,0,1,8.2,4.7,3,3,4,4,1,4,4,5,Medium
18,49.2,1,2,3.9,7.3,5,3,3,3,4,1,5,5,Medium
30,81.4,1,2,8.4,5.6,3,3,5,3,3,5,3,4,Medium
18,113.5,0,1,6.8,6.1,1,3,4,4,4,3,4,3,Medium
20,90.8,1,2,9.1,6.7,4,4,5,2,1,4,3,7,Medium
24,86.0,1,2,13.9,5.5,2,3,3,3,3,1,5,4,Medium
20,63.7,1,2,8.2,8.5,2,1,2,4,4,4,3,3,Medium
24,70.7,1,3,4.7,6.9,3,2,3,2,2,3,5,5,Medium
29,108.9,1,2,5.7,8.8,4,3,2,1,3,3,4,3,Medium
17,86.9,2,2,2.9,4.2,3,1,4,2,2,2,4,4,Medium
29,83.6,0,4,6.3,4.9,4,3,1,4,2,2,2,3,Medium
23,52.5,1,4,1.0,4.7,4,3,3,2,3,1,4,3,Medium
26,46.2,1,1,3.8,7.0,4,2,3,2,3,4,4,5,Medium
24,117.3,0,3,5.6,7.7,2,3,2,2,5,4,5,4,Medium
28,73.3,0,1,6.9,10.0,2,1,3,3,3,3,4,3,Medium
25,90.2,0,1,5.8,4.9,2,2,3,2,2,1,3,4,Medium
16,51.0,1,2,2.8,7.5,4,2,5,1,4,4,3,7,Medium
20,96.2,1,2,3.1,7.2,4,4,2,2,4,3,4,5,Medium
26,114.9,1,3,4.8,8.0,2,5,4,3,4,1,3,4,Medium
21,88.2,0,3,7.2,4.0,5,2,4,4,5,1,3,6,Medium
26,54.5,1,4,3.1,4.8,2,3,3,3,3,1,2,4,Medium
27,88.6,1,3,11.3,5.0,4,2,3,2,3,3,4,5,Medium
23,102.5,0,2,1.8,8.7,5,3,2,2,2,1,4,4,Medium
27,75.5,1,2,8.5,3.8,3,2,5,4,5,2,3,5,Medium
17,111.0,1,4,9.3,9.2,2,3,3,2,3,4,5,3,Medium
24,93.7,1,3,10.0,3.4,2,4,3,2,3,4,4,3,Medium
17,112.4,1,3,8.9,8.5,3,1,5,3,3,4,5,5,Medium
21,91.8,1,4,3.3,7.4,5,3,4,2,4,1,4,5,Medium
28,54.8,0,1,2.4,6.7,2,1,5,4,3,4,3,5,Medium
18,68.2,1,3,9.4,4.6,1,3,2,3,3,2,2,4,Medium
27,60.1,0,3,10.1,5.2,4,3,3,2,3,5,3,4,Medium
22,113.2,0,4,9.8,8.6,4,3,2,5,3,3,4,5,Medium
27,102.0,0,1,5.2,8.1,5,3,3,3,3,4,3,4,Medium
21,95.7,1,2,3.0,8.2,2,2,3,1,5,3,5,4,Medium
19,67.6,0,2,6.7,4.0,3,3,3,3,1,3,5,4,Medium
21,58.8,0,1,5.0,5.2,5,3,3,1,4,2,3,4,Medium
30,101.7,0,2,8.6,6.4,3,3,3,4,5,4,2,5,Medium
17,80.6,1,2,3.6,7.5,3,3,3,3,1,4,5,4,Medium
26,61.9,1,2,5.0,4.2,4,2,2,3,3,2,4,4,Medium
16,91.2,1,2,6.7,6.9,3,4,5,3,4,2,4,6,Medium
20,48.0,1,2,8.2,4.7,4,5,2,4,2,2,4,3,Medium
16,69.5,1,2,4.1,9.5,2,1,4,2,4,4,2,4,Medium
17,80.1,0,2,9.7,3.9,1,3,2,3,2,3,4,3,Medium
20,56.1,1,2,8.0,3.7,3,2,2,3,3,3,4,3,Medium
19,118.8,0,1,7.8,3.0,1,4,3,1,5,2,4,4,Medium
30,60.7,0,1,6.5,9.1,3,3,3,4,5,4,2,5,Medium
22,54.8,0,1,11.6,5.2,1,3,4,4,4,1,4,4,Medium
23,60.3,1,2,8.9,5.0,4,3,2,3,2,4,3,4,Medium
25,102.7,1,3,10.5,7.5,4,3,3,3,3,4,5,5,Medium
17,76.9,1,1,9.9,8.8,3,5,2,5,1,2,3,3,Medium
26,87.4,0,1,5.4,6.5,4,4,2,3,3,1,3,4,Medium
24,46.6,1,3,4.6,3.2,4,4,5,3,4,3,2,5,Medium
17,47.6,0,2,4.9,6.4,3,3,2,2,2,4,5,3,Medium
17,78.4,0,4,10.2,8.0,5,3,3,1,3,5,5,5,Medium
27,106.2,0,3,8.2,8.6,4,4,5,3,2,3,5,6,Low
27,111.4,1,2,5.0,3.7,4,4,5,2,5,2,3,5,Medium
20,51.5,0,2,11.6,3.9,5,1,4,1,4,4,2,6,High
29,85.4,1,2,2.5,3.0,4,3,3,3,4,3,3,5,Medium
29,113.5,1,1,12.5,8.5,5,3,4,3,4,3,3,6,Medium
15,74.1,1,1,6.9,7.9,3,3,4,3,4,2,3,4,Medium
21,107.2,1,1,4.4,5.8,3,3,5,3,4,3,4,6,Medium
26,55.0,0,3,3.7,5.2,3,3,3,1,3,3,5,5,Medium
15,115.2,0,2,4.7,6.3,3,1,5,4,3,5,4,5,Medium
28,101.4,1,1,5.7,8.3,2,1,3,3,2,3,4,4,Medium
19,115.6,1,2,5.5,7.6,4,4,5,4,5,5,4,5,Medium
29,95.7,1,2,2.6,7.8,2,3,3,2,4,4,3,4,Medium
24,72.3,1,2,3.9,6.0,3,3,1,3,1,3,5,2,Medium
27,115.4,0,1,3.7,4.5,4,3,3,1,3,4,5,5,Medium
22,65.7,0,2,12.7,8.8,3,2,4,2,4,2,3,4,Medium
18,69.9,1,4,5.6,5.6,2,2,5,1,5,2,5,4,Medium
19,97.6,0,1,9.9,6.5,4,3,2,3,2,2,5,5,Medium
18,102.4,0,2,6.4,4.4,3,3,1,2,4,3,4,3,Medium
26,114.7,1,1,6.0,3.4,1,5,4,2,3,1,5,3,Medium
26,60.4,0,1,5.8,8.4,2,2,4,3,2,5,4,4,Medium
28,104.8,1,2,4.9,8.2,5,5,2,2,5,2,4,5,Medium
18,100.4,1,3,9.0,5.3,5,2,3,1,2,4,4,5,Medium
26,49.8,1,4,2.5,8.4,4,3,3,5,4,3,4,4,Medium
22,74.0,0,1,10.9,6.4,4,3,4,3,1,2,4,5,Medium
16,66.2,0,2,7.3,4.2,2,3,3,5,3,1,4,3,Medium
15,67.8,1,2,10.5,8.4,3,3,3,2,4,2,2,4,Medium
17,118.7,0,2,3.8,8.0,5,2,4,2,4,2,4,5,Medium
30,93.2,0,2,3.2,7.8,4,4,2,3,4,2,3,4,Medium
23,98.8,0,1,4.0,7.6,3,2,5,5,4,2,3,5,Medium
18,118.2,0,2,8.0,3.0,3,3,5,5,3,2,5,6,Medium
24,73.3,0,2,5.9,8.1,5,4,3,2,5,3,2,5,Medium
19,105.1,1,3,5.3,8.1,5,5,2,2,4,4,3,4,Medium
16,77.6,0,3,12.9,6.9,4,4,2,3,4,1,2,4,Medium
30,110.2,0,1,10.7,4.7,3,4,4,4,4,2,3,5,High
18,58.5,1,1,3.6,5.3,3,2,2,3,4,3,5,4,Medium
16,116.1,2,4,3.3,7.6,4,2,3,3,2,3,3,4,Medium
29,61.4,0,2,7.2,5.3,2,2,1,4,2,2,3,3,Medium
16,69.5,0,3,7.0,4.8,2,1,4,4,3,4,5,4,Medium
18,101.7,1,1,5.9,6.3,2,3,4,4,4,3,4,5,Medium
20,74.5,1,2,9.0,3.9,5,2,3,4,2,1,3,5,Medium
21,90.6,1,2,3.2,6.7,2,4,4,5,3,2,3,4,Medium
24,78.3,1,3,6.1,6.3,4,2,4,2,3,1,4,6,Medium
17,100.7,0,1,4.3,4.5,3,3,4,5,5,2,3,5,Medium
17,62.1,1,1,4.0,3.5,5,3,4,4,4,1,5,5,Medium
24,49.4,0,2,1.2,8.4,4,1,2,3,1,1,3,4,Medium
20,67.5,1,3,11.3,3.0,1,4,4,4,3,1,5,4,High
27,80.6,1,4,7.6,6.5,5,4,4,3,3,5,5,6,Medium
26,57.6,2,4,1.9,7.5,3,4,5,4,3,1,5,5,Medium
17,71.6,0,4,8.3,6.4,3,4,3,4,3,2,3,5,Medium
27,75.0,0,1,4.7,8.4,2,2,3,4,5,3,3,4,Medium
16,49.3,1,1,10.2,4.7,4,2,3,2,2,3,3,4,Medium
22,88.7,1,1,7.0,7.4,4,3,5,4,3,3,5,6,Medium
19,111.3,1,2,10.6,5.0,3,5,1,2,4,3,4,4,Medium
29,56.4,0,3,12.0,8.7,3,3,4,4,3,2,1,5,Medium
15,89.8,0,3,6.8,6.5,3,4,3,3,2,3,2,4,Medium
17,94.9,1,1,8.1,5.9,1,2,3,1,2,3,3,4,Medium
24,76.5,0,2,10.9,6.8,2,4,3,2,3,3,4,4,Medium
22,97.6,1,4,10.8,7.7,5,2,3,4,4,3,3,5,Medium
18,75.8,1,2,12.3,6.9,4,3,4,3,3,2,3,5,Medium
30,82.8,1,1,5.7,4.2,3,2,2,4,3,2,2,4,Medium
28,45.6,1,2,5.5,7.2,1,4,4,2,2,1,5,5,Medium
21,96.9,1,2,5.0,7.2,3,4,4,4,3,2,4,4,Medium
24,94.6,0,2,5.4,5.0,4,1,2,3,3,2,5,4,Medium
26,47.9,1,2,6.7,3.2,5,4,4,3,1,4,2,5,Medium
28,72.6,0,1,9.3,8.1,5,5,4,2,4,1,4,6,Medium
28,118.4,1,4,7.2,9.8,2,2,2,3,2,2,4,3,Medium
16,76.6,0,2,8.1,7.3,3,3,2,2,5,2,5,4,Medium
21,82.6,1,2,5.2,6.4,2,4,2,2,4,4,4,3,Medium
19,113.2,0,4,2.8,6.8,2,3,4,3,1,1,3,4,Medium
19,98.8,0,1,4.2,6.3,3,3,3,3,4,3,3,5,Medium
20,88.7,2,1,5.4,6.3,3,5,5,4,3,3,4,5,Medium
27,104.8,0,3,5.6,5.0,5,1,3,1,4,4,2,5,Medium
23,109.8,1,2,9.8,5.5,2,2,2,3,5,2,5,4,Medium
28,79.3,2,3,7.5,8.0,3,3,4,3,4,1,1,4,Medium
20,80.6,0,2,9.2,6.2,1,1,2,3,3,3,2,2,Medium
26,74.0,1,1,3.2,7.4,4,2,2,2,2,1,1,5,Medium
27,117.5,0,2,11.0,5.8,2,2,2,4,4,2,5,3,Medium
29,97.3,0,1,11.8,7.2,5,4,1,3,4,2,4,3,Medium
28,51.2,0,3,5.4,6.6,3,4,4,3,5,3,3,4,Medium
22,109.7,1,2,4.1,6.3,2,1,5,4,3,1,4,5,Medium
21,81.0,0,4,4.0,7.1,1,2,5,3,4,2,4,5,Medium
23,50.2,1,3,5.7,6.1,2,2,5,1,3,3,2,5,Medium
18,86.2,1,1,2.0,3.4,4,3,5,2,3,2,4,6,Medium
16,76.3,1,3,7.0,5.6,4,2,3,3,1,2,5,5,Medium
21,110.8,0,2,2.6,7.0,3,3,5,1,4,4,5,6,Medium
20,60.3,1,2,4.1,7.1,4,2,3,2,4,2,5,4,Medium
15,107.0,1,3,9.2,6.1,2,4,3,3,3,2,4,4,Medium
25,86.8,1,2,6.7,8.5,1,3,2,5,4,4,5,3,Medium
23,49.1,1,2,9.0,6.4,4,2,3,3,4,2,4,4,Medium
23,117.9,1,2,6.2,3.6,5,5,4,3,5,4,2,5,Medium
26,83.4,0,2,12.7,7.8,5,5,5,5,2,1,2,6,Medium
16,66.8,1,1,6.0,3.3,2,3,4,4,4,2,4,4,Medium
17,80.2,0,2,11.0,7.9,3,3,2,4,5,4,3,3,Medium
19,109.3,0,1,5.6,3.0,4,2,2,3,3,2,2,4,Medium
19,67.9,1,1,8.6,3.4,3,4,4,1,5,2,5,5,Medium
29,59.5,0,1,7.4,3.4,3,4,4,3,2,4,4,4,Medium
15,54.7,0,2,7.5,5.9,2,2,5,5,3,2,3,5,Medium
22,67.3,2,2,5.8,4.1,2,2,3,5,1,3,2,4,Medium
26,103.5,0,3,4.3,4.7,2,3,4,4,1,4,3,5,Medium
22,80.4,1,2,6.1,5.7,4,1,4,2,1,3,3,4,Medium
18,62.1,1,2,4.8,9.1,3,2,2,1,5,3,2,4,Medium
27,57.5,1,2,3.5,8.2,5,2,4,2,2,1,2,6,Medium
21,70.0,1,2,4.4,6.0,4,2,4,3,2,4,5,5,Medium
29,115.5,0,2,2.5,9.2,5,2,4,2,4,1,5,5,Medium
29,70.7,0,4,5.0,5.3,4,4,3,4,2,3,3,5,Medium
25,119.1,0,4,4.5,4.3,4,1,5,1,5,2,2,5,Medium
24,81.4,0,3,5.5,7.6,3,3,5,3,5,2,1,5,Medium
17,58.4,1,4,8.7,3.4,5,3,3,2,1,2,3,6,Medium
20,111.8,1,2,7.3,6.1,3,4,3,4,4,3,1,4,Medium
28,79.5,0,2,2.1,8.7,1,3,4,4,1,5,3,3,Medium
30,98.2,0,3,2.5,8.0,4,2,3,2,2,3,1,4,Medium
24,118.8,0,2,6.1,4.1,2,2,5,4,4,2,3,4,Medium
27,48.8,0,3,3.4,3.0,5,4,2,1,2,1,4,5,Medium
24,52.3,1,3,3.5,7.4,4,3,3,1,4,4,3,4,Medium
26,99.0,0,4,5.8,8.9,3,2,4,2,3,3,5,5,Medium
28,66.1,1,2,6.4,3.9,2,4,5,1,1,2,3,4,Medium
23,58.8,0,3,6.0,7.0,3,2,2,3,4,3,5,3,Medium
15,48.0,0,2,7.2,8.8,3,3,2,3,4,4,4,3,Medium
19,46.6,1,2,6.1,7.9,4,2,1,3,3,2,5,4,Medium
18,103.1,1,2,9.9,5.5,4,4,2,4,2,2,1,5,Medium
22,55.1,2,3,5.0,8.3,5,2,2,2,4,1,2,3,Medium
25,80.1,1,4,4.0,4.6,3,3,4,1,2,1,3,4,Medium
26,90.4,0,1,11.4,7.6,3,2,4,2,2,2,5,4,Medium
15,77.1,0,2,4.0,6.0,3,3,3,2,4,4,3,3,Medium
23,47.0,1,2,3.5,8.0,3,3,3,2,4,2,3,4,Medium
30,103.8,1,4,5.9,4.4,5,2,5,4,3,3,4,6,Medium
20,45.8,1,2,3.8,4.0,3,3,2,1,4,4,5,3,Medium
18,102.1,0,1,2.0,7.1,5,1,1,3,3,3,3,4,Medium
26,112.0,2,2,4.8,7.4,4,5,4,4,4,5,3,5,Medium
23,77.5,0,2,4.9,6.8,3,2,3,4,2,3,5,4,Medium
25,85.2,1,1,8.7,3.9,2,4,2,2,3,3,5,3,Medium
19,80.8,1,2,7.4,7.3,5,3,4,5,3,2,5,6,Medium
29,74.2,0,4,8.0,9.0,3,3,1,2,5,5,5,4,Medium
19,111.6,1,3,3.8,8.1,3,2,2,3,2,4,2,4,Medium
26,112.0,0,1,5.4,7.9,3,4,1,2,2,1,3,3,Medium
19,70.2,2,4,1.0,5.8,3,3,4,4,5,5,2,5,Medium
15,91.1,0,2,4.2,7.8,3,3,5,5,4,3,5,4,Medium
15,114.5,2,1,8.0,3.9,5,3,3,5,4,3,3,6,Medium
22,117.2,0,1,6.1,5.0,4,3,2,4,4,3,1,4,Medium
26,83.2,1,1,5.1,6.7,3,2,5,2,4,2,4,5,Medium
22,79.0,1,3,5.9,5.5,3,3,4,3,4,3,5,4,Medium
26,65.9,1,1,11.1,4.6,3,2,5,4,4,2,2,6,High
29,116.9,0,1,6.3,5.5,3,2,4,4,5,2,3,6,Medium
29,55.7,1,3,2.2,7.0,2,3,4,3,3,4,3,4,Medium
20,88.5,0,2,5.3,5.9,1,3,5,3,4,2,5,5,Medium
26,66.2,1,3,5.2,7.1,2,3,3,4,5,3,1,3,Medium
25,65.9,0,3,2.3,6.6,3,3,4,5,3,3,5,5,Medium
27,75.4,2,1,8.6,5.9,2,3,1,1,4,4,3,2,Medium
18,119.9,0,3,2.1,3.0,4,3,5,3,3,4,3,6,Medium
16,49.1,0,1,5.2,4.3,3,3,4,4,3,3,5,5,Medium
28,88.4,0,2,6.0,6.0,5,3,3,2,4,2,5,4,Medium
16,51.2,0,2,3.0,9.6,3,4,4,5,3,5,4,4,Low
23,56.6,0,1,2.5,3.9,3,1,2,3,3,1,3,3,Medium
29,78.0,1,4,5.8,5.6,3,3,3,5,4,4,3,4,Medium
19,83.3,1,2,4.0,6.2,4,3,4,3,5,3,5,6,Medium
18,64.4,1,1,6.2,7.9,5,1,3,3,2,3,2,4,Medium
24,68.7,1,4,6.6,5.6,4,5,4,3,4,3,4,5,Medium
27,51.5,0,2,4.2,8.5,1,3,4,5,2,4,4,3,Medium
15,67.7,1,2,3.8,8.7,4,4,4,4,4,3,4,4,Medium
21,117.5,0,2,14.0,7.5,2,4,2,2,4,1,4,3,Medium
17,115.9,1,3,5.4,4.2,3,3,5,3,5,1,3,5,Medium
20,70.1,0,1,10.3,9.2,4,1,3,3,3,2,3,5,Medium
19,87.8,0,2,3.5,4.4,2,3,3,3,3,3,3,4,Medium
19,113.2,0,2,4.7,5.1,5,3,3,2,4,4,2,4,Medium
25,45.5,1,1,2.4,7.4,3,2,3,3,4,2,4,4,Medium
19,105.8,0,3,5.0,3.0,5,1,4,5,1,1,4,4,Medium
15,116.1,1,2,5.6,7.7,3,3,4,5,2,3,2,5,Medium
15,51.8,0,2,11.9,8.8,5,1,4,1,4,3,3,4,Medium
17,57.1,1,1,7.6,4.5,5,5,4,1,3,3,3,4,Medium
28,117.1,1,3,8.6,7.7,3,3,3,2,4,1,3,4,Medium
26,85.3,0,3,6.5,9.0,2,5,4,1,4,4,3,4,Medium
24,46.1,1,2,8.2,5.9,3,3,4,1,3,2,3,4,Medium
18,64.3,1,2,5.9,6.8,3,4,3,3,4,3,5,3,Medium
19,78.7,1,1,6.3,3.4,5,3,4,3,5,3,3,6,Medium
16,97.0,1,2,4.0,6.5,3,4,2,1,4,3,4,4,Medium
22,100.0,1,1,6.2,7.6,3,1,1,4,2,2,2,3,Medium
25,119.7,1,2,1.8,7.5,2,4,5,2,3,2,2,5,Medium
25,66.6,0,2,9.0,6.4,4,4,3,2,3,4,2,4,Medium
28,85.4,1,4,9.1,8.3,2,3,4,4,2,3,3,4,Medium
16,85.0,0,2,12.6,5.0,4,2,2,3,4,3,4,5,Medium
23,75.4,0,3,3.6,7.4,4,3,5,3,2,4,5,5,Medium
16,57.7,1,2,8.0,7.5,2,3,4,2,3,3,3,5,Medium
27,118.3,0,4,1.6,6.2,4,4,3,4,4,2,5,5,Medium
23,109.0,0,2,4.1,4.9,3,2,4,2,3,3,3,5,Medium
21,82.4,1,2,7.1,8.5,2,1,1,3,3,3,4,2,Medium
29,90.2,1,3,11.4,8.8,5,5,4,2,4,3,3,5,Medium
22,62.0,1,1,11.4,7.0,2,4,5,4,3,2,2,5,Medium
29,85.8,2,1,11.8,3.3,4,2,4,5,5,2,2,5,High
25,97.1,1,1,5.0,5.4,4,4,4,3,2,4,5,4,Medium
16,83.6,0,3,8.9,5.2,4,4,3,2,1,3,3,4,Medium
21,119.3,0,1,4.5,8.7,4,3,5,4,4,1,5,6,Medium
26,90.9,1,3,6.6,4.6,2,2,5,4,3,1,4,5,Medium
20,72.8,0,2,1.1,8.0,5,4,3,2,2,1,3,4,Medium
18,102.9,1,1,5.6,10.0,4,4,4,4,4,4,3,5,Medium
21,57.8,1,2,8.0,3.6,4,1,4,2,4,3,4,5,Medium
30,73.8,0,1,4.7,3.0,2,3,4,1,2,3,4,5,Medium
28,71.0,1,2,6.1,3.7,2,3,2,3,5,2,3,2,Medium
27,77.4,1,2,8.6,4.3,4,3,5,4,4,1,2,5,Medium
18,103.6,1,2,4.6,7.1,1,3,4,3,5,4,3,5,Medium
30,81.3,2,1,7.2,8.2,4,4,5,2,3,3,5,5,Low
16,104.6,1,2,6.4,3.4,2,3,2,3,3,2,3,3,Medium
24,88.2,0,3,4.6,5.4,2,3,2,4,3,4,3,2,Medium
26,70.7,1,3,7.1,4.0,2,3,5,3,3,4,2,5,Medium
21,105.7,1,3,4.1,5.1,4,3,5,3,4,2,5,6,Medium
22,62.9,1,1,4.8,7.0,5,1,2,3,4,2,3,4,Medium
16,61.8,1,3,3.5,4.7,4,3,4,4,4,2,5,5,Medium
19,82.8,1,2,4.4,6.3,4,3,3,4,3,3,4,4,Medium
15,64.6,0,1,10.8,5.0,4,2,1,1,3,1,4,3,Medium
21,45.7,1,3,10.8,6.1,4,3,1,4,3,2,5,2,Medium
22,93.6,1,4,8.2,3.1,4,1,3,4,2,4,4,5,Medium
27,83.3,0,2,9.7,3.3,1,4,5,5,3,1,3,4,Medium
30,78.4,0,1,4.4,8.7,4,4,5,3,5,2,5,5,Medium
20,117.5,2,2,8.1,7.0,4,1,5,4,5,1,5,7,Medium
19,87.8,1,2,6.9,7.3,3,2,4,4,5,4,3,4,Medium
29,109.8,1,3,4.6,8.9,1,5,4,2,3,3,5,4,Low
20,55.5,1,1,4.2,4.7,4,2,5,4,4,1,5,5,Medium
29,87.7,1,3,6.9,5.9,4,3,1,4,1,1,1,4,Medium
16,110.1,1,2,10.6,5.0,3,2,5,2,3,3,2,5,Medium
15,88.7,1,3,9.3,5.9,4,3,2,3,3,1,3,4,Medium
21,98.9,0,4,9.3,8.1,5,3,2,5,5,1,4,5,Medium
21,72.9,1,2,7.4,3.6,5,3,4,2,4,2,4,6,Medium
24,51.9,1,2,5.7,8.5,3,3,5,4,3,4,4,5,Medium
25,79.3,1,3,3.3,7.8,4,2,3,2,3,2,5,5,Medium
24,74.6,1,2,7.2,6.6,2,1,4,2,3,3,2,5,Medium
28,110.0,1,2,3.3,4.2,3,2,4,4,4,2,2,5,Medium
16,63.3,0,2,13.5,8.4,3,2,3,3,2,4,5,4,Medium
16,117.5,0,1,5.4,3.6,5,1,4,3,4,1,4,5,Medium
15,116.9,0,3,9.7,5.9,4,3,5,5,5,2,5,6,Medium
24,63.6,0,1,5.5,6.5,5,3,3,2,3,3,3,4,Medium
22,71.1,2,4,5.1,5.4,2,3,3,3,3,3,2,3,Medium
29,112.2,0,2,4.5,7.4,2,4,4,4,3,3,2,3,Low
22,117.5,0,3,9.1,3.0,5,4,3,2,5,3,4,5,Medium
15,78.3,1,2,6.5,6.8,5,3,4,4,3,3,5,6,Medium
26,69.1,1,2,3.9,8.0,3,2,5,4,2,3,4,4,Medium
25,84.5,0,2,6.0,7.1,1,4,3,3,4,3,3,3,Medium
22,96.6,1,3,1.9,5.0,2,3,2,2,2,1,4,2,Medium
23,65.5,1,2,14.0,3.6,4,5,5,3,3,1,4,5,High
28,100.2,0,3,10.4,4.0,2,3,4,1,3,1,1,5,High
18,48.9,0,2,5.2,3.4,4,3,1,4,2,1,3,3,Medium
15,48.7,1,2,5.1,5.5,5,3,5,3,1,3,4,5,Medium
15,74.0,1,3,7.2,7.6,5,3,5,3,4,4,5,5,Medium
17,71.5,1,1,8.8,5.0,4,3,5,1,1,2,3,5,Medium
29,68.7,0,2,3.4,6.3,3,2,5,4,2,4,4,5,Medium
30,81.8,0,2,4.2,6.3,3,3,5,2,4,3,3,6,Medium
28,69.1,1,2,8.5,5.1,4,4,2,4,4,2,4,4,Medium
19,59.4,0,2,8.3,4.4,3,2,2,3,3,2,2,3,Medium
30,68.2,0,2,9.0,6.3,3,4,3,1,2,4,3,4,Medium
19,118.1,1,1,8.8,4.2,1,4,3,5,3,1,1,3,Medium
23,75.8,0,3,5.6,6.1,2,2,4,4,4,4,3,5,Medium
24,78.4,1,4,9.4,3.9,4,2,3,4,3,4,4,5,Medium
28,88.2,1,2,5.9,3.7,2,3,2,3,2,2,3,3,Medium
26,118.8,0,2,7.1,8.6,4,2,2,2,2,3,3,5,Medium
16,63.1,1,1,4.7,3.4,4,2,3,4,3,5,4,4,Medium
16,96.1,0,3,4.7,5.0,4,5,5,5,4,1,5,5,Medium
